"year","nm","lnih","lnhd","clnih","lnih2","clnih2","slnih","slnih2","lncost","lnrain","lnsurge","lnpress","lneTK12","low1","low2","me","nh","ma","ri","ct","ny","nj","de","md","va","nc","sc","ga","fl","al","ms","la","tx","lninc","vwind"
1955,"Connie",0.75950357,1.5907383,-2.6832121,0.57684568,5.9877761,-2.4274099,4.6288091,17.50439,2.5832426,2.0794415,-6.8690145,4.8471703,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.25894,0.16562047
1955,"Diane",1.1282514,2.891183,-2.3144643,1.2729512,4.1448938,-2.0938164,3.2041816,17.529229,2.9831535,1.7917595,-6.89467,3.0660529,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.561573,0.06745818
1955,"Ione",0.86247068,1.7676889,-2.580245,0.74385567,5.4458132,-2.3342591,4.2098483,18.293245,2.8112083,1.2809338,-6.8617113,4.3189032,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.8270384,0.22857143
1956,"Flossy",1.6331295,2.8085568,-1.8095863,2.6671118,2.0627512,-1.6370706,1.5945956,17.025305,2.8154087,2.00148,-6.8814113,3.4313289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,12.871368,0.06745818
1957,"Audrey",2.0813481,2.3875366,-1.3613676,4.3320098,0.64147062,-1.2315826,0.49588444,18.826146,2.3636802,2.4849066,-6.8522426,4.2474743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11.943597,0.5
1958,"Helene",1.6249494,2.7839342,-1.8177663,2.6404606,2.0924231,-1.6444708,1.6175332,16.231424,2.11505,2.014903,-6.8437499,3.6135932,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.741805,0.5
1959,"Cindy",1.6246722,3.7000336,-1.8180435,2.6395599,2.0934308,-1.6447215,1.6183122,11.225243,2.2813615,1.3862944,-6.9027427,3.6897641,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.780394,0.01538462
1959,"Gracie",1.8010012,3.4155712,-1.6417145,3.2436055,1.4833752,-1.4852027,1.1467129,16.454568,2.5802168,2.4849066,-6.8575141,4.0735852,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13.076862,0.55974522
1960,"Donna1",2.8472185,2.4173688,-0.5954972,8.1066532,-0.8572343,-0.53872589,-0.66267906,19.519293,2.5832426,2.5649494,-6.8351846,3.3553146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13.664814,0.66137566
1960,"Donna2",1.5953572,2.7069057,-1.8473585,2.5451647,2.2008822,-1.6712418,1.7013768,17.849751,1.8718022,2.0794415,-6.8648478,4.4793259,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13.158358,0.36656891
1960,"Donna3",2.1653196,5.636624,-1.2773961,4.6886089,0.41988963,-1.1556164,0.32459278,17.216708,2.0794415,2.3025851,-6.8679744,3.6768442,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15.652611,0.22857143
1961,"Carla",1.5649339,2.3528494,-1.8777818,2.449018,2.3142134,-1.6987648,1.7889867,19.827268,2.8599126,2.8094027,-6.8362593,2.9088535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.420272,0.66137566
1963,"Cindy",1.6619187,4.2642629,-1.780797,2.7619738,1.9593867,-1.6110259,1.5146904,16.346028,3.1570004,1.6094379,-6.9037473,3.8490235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.501281,0.01538462
1964,"Cleo",1.9104348,4.7223939,-1.5322809,3.6497612,1.1360335,-1.3862019,0.87820285,18.671439,2.6623552,1.7917595,-6.8752321,2.715771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.376337,0.22857143
1964,"Dora",1.9935208,4.5033746,-1.4491949,3.9741253,0.88831457,-1.3110369,0.68670545,19.336971,3.1667401,2.4849066,-6.8731638,3.4932815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14.021441,0.36656891
1964,"Hilda",1.777451,2.7896286,-1.6652647,3.1593321,1.5612552,-1.5065078,1.2069176,18.643824,2.8741295,2.3025851,-6.856462,3.539128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.795195,0.36656891
1964,"Isbell",2.2250275,3.2962518,-1.2176882,4.9507476,0.27091324,-1.1016007,0.20942761,16.118096,2.2470724,1.6094379,-6.8814113,2.9245152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14.133738,0.5
1965,"Betsy1",2.0006961,4.9476626,-1.4420196,4.002785,0.86756923,-1.3045456,0.67066842,18.752643,2.3978953,2.1972246,-6.858565,4.1435781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14.94907,0.73979822
1965,"Betsy2",1.9679691,4.6117136,-1.4747466,3.8729026,0.9630262,-1.3341526,0.74446076,20.971008,2.5022553,2.7212954,-6.8543545,4.8729663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.649272,0.55974522
1966,"Alma1",2.0883485,2.9465606,-1.3543672,4.3611996,0.62245922,-1.2252495,0.48118781,12.715898,2.296567,1.6094379,-6.8775022,4.2859229,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.947205,0.66137566
1966,"Alma2",1.6651082,1.5601306,-1.7776075,2.7725852,1.9480373,-1.6081405,1.5059168,16.123083,2.1972246,2.3025851,-6.8895913,3.8757061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.152171,0.11111111
