year,nm,lnih,lnhd,clnih,lnih2,clnih2,slnih,slnih2,lncost,lnrain,lnsurge,lnpress,lneTK12,low1,low2,me,nh,ma,ri,ct,ny,nj,de,md,va,nc,sc,ga,fl,al,ms,la,tx,lninc,vwind
1955,Connie,0.75950357,1.5907383,-2.2566219,0.57684568,4.144871,-2.3055592,4.5532853,17.50439,2.5832426,2.0794415,-6.8690145,4.8471703,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.25894,0.16562047
1955,Diane,1.1282514,2.891183,-1.8878741,1.2729512,2.6165971,-1.9288147,2.8744231,17.529229,2.9831535,1.7917595,-6.89467,3.0660529,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.561573,0.06745818
1955,Ione,0.86247068,1.7676889,-2.1536548,0.74385567,3.6907576,-2.2003592,4.0544258,18.293245,2.8112083,1.2809338,-6.8617113,4.3189032,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.8270384,0.22857143
1956,Flossy,1.6331295,2.8085568,-1.382996,2.6671118,0.96520655,-1.4129878,1.060313,17.025305,2.8154087,2.00148,-6.8814113,3.4313289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,12.871368,0.06745818
1957,Audrey,2.0813481,2.3875366,-0.93477742,4.3320098,-0.07366266,-0.9550491,-0.080921,18.826146,2.3636802,2.4849066,-6.8522426,4.2474743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11.943597,0.5
1958,Helene,1.6249494,2.7839342,-1.3911761,2.6404606,0.98789939,-1.4213453,1.0852419,16.231424,2.11505,2.014903,-6.8437499,3.6135932,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.741805,0.5
1959,Cindy,1.6246722,3.7000336,-1.3914532,2.6395599,0.98867063,-1.4216284,1.0860892,11.225243,2.2813615,1.3862944,-6.9027427,3.6897641,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.780394,0.01538462
1959,Gracie,1.8010012,3.4155712,-1.2151242,3.2436055,0.52905545,-1.2414756,0.58118585,16.454568,2.5802168,2.4849066,-6.8575141,4.0735852,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13.076862,0.55974522
1960,Donna1,2.8472185,2.4173688,-0.16890699,8.1066532,-0.91894191,-0.17256992,-1.0094897,19.519293,2.5832426,2.5649494,-6.8351846,3.3553146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13.664814,0.66137566
1960,Donna2,1.5953572,2.7069057,-1.4207683,2.5451647,1.071111,-1.4515792,1.1766528,17.849751,1.8718022,2.0794415,-6.8648478,4.4793259,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13.158358,0.36656891
1960,Donna3,2.1653196,5.636624,-0.8508059,4.6886089,-0.22360079,-0.86925657,-0.24563327,17.216708,2.0794415,2.3025851,-6.8679744,3.6768442,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15.652611,0.22857143
1961,Carla,1.5649339,2.3528494,-1.4511916,2.449018,1.1584857,-1.4826623,1.2726369,19.827268,2.8599126,2.8094027,-6.8362593,2.9088535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.420272,0.66137566
1963,Cindy,1.6619187,4.2642629,-1.3542068,2.7619738,0.88640448,-1.3835742,0.97374622,16.346028,3.1570004,1.6094379,-6.9037473,3.8490235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.501281,0.01538462
1964,Cleo,1.9104348,4.7223939,-1.1056907,3.6497612,0.27508036,-1.1296688,0.30218537,18.671439,2.6623552,1.7917595,-6.8752321,2.715771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.376337,0.22857143
1964,Dora,1.9935208,4.5033746,-1.0226047,3.9741253,0.09824881,-1.044781,0.10792974,19.336971,3.1667401,2.4849066,-6.8731638,3.4932815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14.021441,0.36656891
1964,Hilda,1.777451,2.7896286,-1.2386745,3.1593321,0.58684294,-1.2655365,0.64466743,18.643824,2.8741295,2.3025851,-6.856462,3.539128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.795195,0.36656891
1964,Isbell,2.2250275,3.2962518,-0.79109794,4.9507476,-0.32163552,-0.80825377,-0.35332783,16.118096,2.2470724,1.6094379,-6.8814113,2.9245152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14.133738,0.5
1965,Betsy1,2.0006961,4.9476626,-1.0154294,4.002785,0.0836253,-1.0374501,0.09186531,18.752643,2.3978953,2.1972246,-6.858565,4.1435781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14.94907,0.73979822
1965,Betsy2,1.9679691,4.6117136,-1.0481563,3.8729026,0.15116024,-1.0708868,0.16605479,20.971008,2.5022553,2.7212954,-6.8543545,4.8729663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.649272,0.55974522
1966,Alma1,2.0883485,2.9465606,-0.92777695,4.3611996,-0.0867014,-0.94789682,-0.09524451,12.715898,2.296567,1.6094379,-6.8775022,4.2859229,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.947205,0.66137566
1966,Alma2,1.6651082,1.5601306,-1.3510173,2.7725852,0.87777629,-1.3803156,0.96426785,16.123083,2.1972246,2.3025851,-6.8895913,3.8757061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.152171,0.11111111
1966,Inez,2.0883485,2.9465606,-0.92777695,4.3611996,-0.0867014,-0.94789682,-0.09524451,15.424948,1.5686159,1.6094379,-6.8906091,2.9241547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.947205,0.06745818
1967,Beulah,1.8407786,3.3486741,-1.1753468,3.388466,0.43396874,-1.2008355,0.47672978,19.113828,3.3098128,2.4849066,-6.856462,3.4087871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.608703,0.77142857
1968,Gladys,2.0248325,2.6872553,-0.991293,4.0999466,0.03519033,-1.0127903,0.0386578,15.717618,2.6246686,1.8718022,-6.8844867,3.3155722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.693863,0.03571429
1969,Camille,2.3601852,3.2825556,-0.65594024,5.5704744,-0.51721388,-0.67016503,-0.56817748,20.970126,2.3085672,2.7080502,-6.8123451,3.3933083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,13.273855,0.82236842
1969,Gerda,1.6699003,1.7019928,-1.3462252,2.788567,0.86485077,-1.3754196,0.95006872,10.221941,1.7351891,1.7917595,-6.8875526,4.6536907,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.216499,0.2967033
1970,Celia,2.358068,3.6389064,-0.65805747,5.5604848,-0.51443185,-0.67232817,-0.56512131,20.650695,1.9823798,2.2192035,-6.8511849,3.3211621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.847029,0.5
1971,Fern,2.1719525,2.381398,-0.84417299,4.7173776,-0.23484343,-0.86247982,-0.2579837,17.224345,3.2580965,1.7917595,-6.8865316,3.8699677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.624832,0.01538462
1971,Edith,2.3900596,3.2091427,-0.62606589,5.7123849,-0.55551298,-0.63964282,-0.61025037,17.034386,2.1587147,1.7578579,-6.8855097,3.6634765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.374887,0.16562047
1971,Ginger,1.986063,3.2729641,-1.0300625,3.9444463,0.11355723,-1.0524005,0.12474658,16.118096,2.745988,1.3862944,-6.9027427,4.6959587,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.52008,0.01538462
1972,Agnes,1.8590984,1.9379706,-1.1570271,3.4562468,0.39124021,-1.1821185,0.42979101,17.249498,2.1317968,1.9459101,-6.8875526,4.1673904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10.796448,0.01538462
1974,Carmen,2.6374991,3.1919627,-0.3786264,6.9564014,-0.80411353,-0.38683733,-0.88334674,18.826146,2.5802168,1.7917595,-6.858565,3.7925378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.677184,0.7032967
1975,Eloise,2.5541811,3.3580527,-0.46194434,6.5238413,-0.73407891,-0.47196211,-0.80641127,20.009916,2.7013612,2.7850112,-6.8617113,4.6273785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13.830054,0.5
1976,Belle,3.2750189,6.5261749,0.25889338,10.725749,-0.88044569,0.26450777,-0.96720028,18.420681,1.9169226,2.1804175,-6.8875526,3.6650854,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.889183,0.11111111
1977,Babe,2.9796616,3.0141873,-0.03646389,8.8783832,-0.94614186,-0.03725465,-1.0393698,16.118096,2.3969858,2.1587147,-6.9027427,2.8945636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.213819,0.01538462
1979,Bob,3.2235303,3.2482046,0.20740482,10.391148,-0.90445472,0.21190262,-0.99357503,16.811243,1.96851,1.8405496,-6.8936564,3.7320291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.062052,0.01538462
1979,David1,2.9969911,4.6641023,-0.01913436,8.9819558,-0.94710535,-0.01954931,-1.0404282,18.890684,2.3025851,1.6094379,-6.8793558,3.8199367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.314775,0.03571429
1979,David2,3.0261755,3.7746521,0.01005006,9.1577384,-0.94737047,0.01026801,-1.0407195,18.890684,2.737609,1.6094379,-6.8772961,3.9867757,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,14.711692,0.11111111
1979,Frederic,2.9801534,4.1360774,-0.03597211,8.8813141,-0.94617749,-0.03675221,-1.0394089,21.556175,2.3978953,2.7080502,-6.8522426,3.5959077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,15.785351,0.55974522
1980,Allen,2.8912174,3.86502,-0.12490806,8.3591382,-0.93186945,-0.12761683,-1.0236911,19.519293,3.0056826,1.6094379,-6.8511849,3.3265016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.066065,0.36656891
1983,Alicia,3.6488802,5.6696695,0.63275472,13.314327,-0.54709294,0.6464767,-0.60100067,21.416413,2.2512918,2.5360749,-6.8690145,3.7628377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.647861,0.36656891
1984,Diana,3.0873344,4.2911589,0.07120896,9.531634,-0.94240076,0.0727532,-1.0352601,17.989898,2.9433858,1.7191888,-6.8554088,3.4626508,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14.333661,0.36656891
1985,Bob,3.4749316,4.1411625,0.45880614,12.07515,-0.73696841,0.46875585,-0.80958549,16.811243,3.0680529,0.96317432,-6.9107508,3.3987213,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13.983964,0.01538462
1985,Danny,3.4241367,2.7123169,0.40801121,11.724712,-0.78099833,0.41685939,-0.85795389,17.727534,2.2823824,2.0630581,-6.89467,3.5938016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.187366,0.11111111
